e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_CountLineBlank,m_AvgCyclomatic,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLineCode,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
26.0,2.0,65.0,2.0,0.0,11.0,11.0,17.0,6.0,3.0,2.0,2.0,11.0,9.0,25.0,19.0,5.0,46.0,21.0,6.0,14.0,5.0,65.0,1.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,13.0,101.0,3.0,1.0,8.0,20.0,24.0,18.0,2.0,3.0,2.0,27.0,21.0,38.0,10.0,11.0,78.0,40.0,8.0,26.0,9.0,100.0,1.0,61.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
26.0,2.0,464.0,21.0,1.0,9.0,61.0,77.0,24.0,1.0,2.0,1.0,87.0,70.0,144.0,153.0,12.0,292.0,116.0,9.0,73.0,41.0,464.0,2.0,186.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,2.0,17.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,8.0,2.0,1.0,4.0,1.0,17.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,18.0,473.0,6.0,0.0,37.0,65.0,110.0,43.0,7.0,6.0,6.0,101.0,81.0,240.0,102.0,29.0,367.0,227.0,31.0,81.0,15.0,472.0,1.0,308.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.0,0.0,-2.0,1.0,0.0,-3.0,0.0,-2.0,0.0,-2.0,0.0,0
26.0,1.0,463.0,8.0,1.0,1.0,28.0,28.0,34.0,1.0,1.0,1.0,28.0,29.0,0.0,383.0,1.0,45.0,0.0,1.0,45.0,28.0,462.0,1.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
26.0,103.0,84.0,12.0,1.0,6.0,11.0,15.0,5.0,2.0,2.0,2.0,15.0,14.0,34.0,9.0,6.0,73.0,28.0,6.0,27.0,6.0,83.0,1.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,1
44.0,18.0,761.0,10.0,1.0,8.0,58.0,97.0,47.0,1.0,2.0,1.0,103.0,132.0,228.0,242.0,8.0,483.0,203.0,8.0,131.0,50.0,761.0,7.0,335.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,21.0,1928.0,25.0,2.0,19.0,186.0,289.0,230.0,3.0,3.0,3.0,299.0,297.0,640.0,480.0,18.0,1276.0,504.0,15.0,387.0,84.0,1927.0,1.0,801.0,279.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0,6.0,8.0,1.0,0.0,18.0,7.0,0.0,4.0,1.0,19.0,0.0,13.0,6.0,0
26.0,5.0,128.0,9.0,1.0,6.0,12.0,15.0,5.0,2.0,2.0,2.0,15.0,18.0,29.0,57.0,6.0,69.0,28.0,6.0,24.0,7.0,128.0,1.0,46.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45.0,1.0,2031.0,44.0,2.0,19.0,199.0,300.0,256.0,3.0,3.0,3.0,309.0,294.0,685.0,495.0,19.0,1347.0,531.0,15.0,409.0,87.0,2030.0,1.0,825.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
24.0,1.0,319.0,8.0,0.0,19.0,41.0,59.0,38.0,3.0,4.0,3.0,65.0,58.0,142.0,64.0,20.0,237.0,132.0,17.0,65.0,15.0,318.0,1.0,190.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
26.0,29.0,389.0,16.0,2.0,8.0,33.0,71.0,27.0,3.0,3.0,3.0,78.0,71.0,128.0,111.0,10.0,268.0,133.0,8.0,83.0,21.0,389.0,1.0,204.0,71.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,-1.0,0.0,8.0,4.0,0.0,0.0,0.0,7.0,0.0,4.0,2.0,0
45.0,35.0,243.0,11.0,3.0,14.0,38.0,43.0,30.0,4.0,4.0,4.0,41.0,43.0,87.0,38.0,11.0,180.0,79.0,12.0,63.0,9.0,243.0,1.0,122.0,41.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,0
26.0,162.0,140.0,11.0,2.0,7.0,12.0,16.0,8.0,2.0,2.0,2.0,16.0,22.0,51.0,35.0,7.0,103.0,31.0,7.0,38.0,6.0,139.0,1.0,53.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,28.0,1.0,0.0,13.0,0.0,33.0,0.0,4.0,0.0,0
26.0,4.0,1636.0,44.0,4.0,13.0,101.0,130.0,109.0,2.0,3.0,2.0,140.0,147.0,328.0,982.0,16.0,628.0,236.0,12.0,200.0,45.0,1635.0,1.0,383.0,125.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0
26.0,1522.0,867.0,15.0,2.0,25.0,80.0,155.0,82.0,6.0,5.0,5.0,132.0,105.0,356.0,198.0,23.0,596.0,259.0,21.0,126.0,25.0,866.0,1.0,364.0,130.0,0.0,-4.0,-22.0,42.0,0.0,0.0,0.0,-23.0,-24.0,-20.0,-39.0,-6.0,-54.0,-42.0,0.0,-11.0,-4.0,-51.0,0.0,-66.0,-22.0,1
26.0,2.0,321.0,16.0,8.0,11.0,32.0,68.0,30.0,3.0,3.0,3.0,71.0,69.0,130.0,61.0,15.0,255.0,126.0,11.0,71.0,22.0,325.0,1.0,195.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
29.0,2.0,193.0,7.0,0.0,4.0,26.0,41.0,33.0,2.0,2.0,2.0,41.0,53.0,72.0,19.0,4.0,150.0,70.0,4.0,47.0,18.0,192.0,2.0,123.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,27.0,205.0,3.0,0.0,6.0,26.0,44.0,34.0,2.0,2.0,2.0,45.0,54.0,78.0,21.0,7.0,159.0,75.0,6.0,48.0,18.0,204.0,2.0,129.0,44.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,15.0,8.0,0.0,5.0,2.0,21.0,0.0,14.0,4.0,0
26.0,2.0,208.0,7.0,0.0,12.0,44.0,50.0,23.0,6.0,6.0,6.0,50.0,54.0,80.0,25.0,12.0,167.0,92.0,12.0,61.0,8.0,207.0,1.0,146.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,3.0,72.0,2.0,0.0,13.0,7.0,13.0,8.0,13.0,13.0,13.0,13.0,5.0,31.0,17.0,13.0,48.0,31.0,13.0,7.0,1.0,72.0,1.0,36.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0
26.0,103.0,326.0,12.0,2.0,12.0,19.0,40.0,45.0,5.0,5.0,5.0,44.0,58.0,108.0,63.0,14.0,221.0,82.0,12.0,77.0,8.0,325.0,1.0,140.0,40.0,-1.0,3.0,8.0,10.0,1.0,0.0,1.0,9.0,20.0,12.0,3.0,-1.0,45.0,19.0,-1.0,26.0,1.0,57.0,0.0,39.0,8.0,0
26.0,2.0,144.0,16.0,2.0,4.0,18.0,24.0,23.0,2.0,2.0,2.0,28.0,35.0,58.0,14.0,5.0,110.0,54.0,4.0,37.0,10.0,143.0,1.0,89.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,2.0,235.0,13.0,4.0,7.0,12.0,28.0,23.0,2.0,2.0,2.0,31.0,35.0,86.0,51.0,8.0,167.0,71.0,7.0,54.0,12.0,235.0,1.0,106.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26.0,4.0,2252.0,34.0,5.0,34.0,213.0,340.0,381.0,8.0,9.0,8.0,371.0,281.0,1113.0,213.0,39.0,1699.0,637.0,34.0,381.0,38.0,2253.0,2.0,918.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
