e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
156.0,11.0,337.0,9.0,3.0,-1.0,-1.0,0.0,8.0,8.0,15.0,0.0,77.0,1.0,0.0,1.0,1.0,15.0,38.0,0.0,-1.0,0.0,0.0,93.0,70.0,8.0,-1.0,-1.0,190.0,-1.0,88.0,8.0,65.0,8.0,337.0,-1.0,-1.0,-1.0,-1.0,1.0,126.0,15.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0
178.0,78.0,108.0,1.0,1.0,-1.0,-1.0,0.0,1.0,4.0,4.0,0.0,18.0,1.0,0.0,1.0,1.0,4.0,16.0,0.0,-1.0,0.0,0.0,10.0,27.0,1.0,-1.0,-1.0,67.0,-1.0,10.0,1.0,52.0,4.0,108.0,-1.0,-1.0,-1.0,-1.0,1.0,26.0,4.0,-1.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,2.0,11.0,9.0,9.0,0.0,54.0,9.0,0.0,43.0,2.0,70.0,0.0,20.0,2.0,0
404.0,4.0,124.0,7.0,1.0,-1.0,-1.0,0.0,2.0,4.0,5.0,0.0,30.0,1.0,0.0,1.0,1.0,5.0,5.0,0.0,-1.0,0.0,0.0,31.0,29.0,2.0,-1.0,-1.0,65.0,-1.0,24.0,2.0,28.0,4.0,124.0,-1.0,-1.0,-1.0,-1.0,1.0,29.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0
36.0,43.0,384.0,15.0,6.0,-1.0,-1.0,0.0,7.0,6.0,17.0,0.0,65.0,2.0,0.0,2.0,2.0,17.0,51.0,0.0,-1.0,0.0,0.0,186.0,27.0,7.0,-1.0,-1.0,292.0,-1.0,122.0,7.0,93.0,6.0,384.0,-1.0,-1.0,-1.0,-1.0,1.0,173.0,17.0,-1.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,0.0,-24.0,-1.0,0.0,-23.0,0.0,-35.0,0.0,-3.0,0.0,0
48.0,10.0,167.0,6.0,5.0,-1.0,-1.0,0.0,4.0,16.0,19.0,0.0,36.0,1.0,0.0,1.0,1.0,19.0,25.0,0.0,-1.0,0.0,0.0,38.0,27.0,4.0,-1.0,-1.0,104.0,-1.0,36.0,4.0,46.0,16.0,167.0,-1.0,-1.0,-1.0,-1.0,2.0,61.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
99.0,107.0,431.0,3.0,0.0,-1.0,-1.0,0.0,7.0,16.0,25.0,0.0,49.0,2.0,0.0,2.0,2.0,28.0,52.0,0.0,-1.0,0.0,0.0,87.0,205.0,9.0,-1.0,-1.0,194.0,-1.0,74.0,7.0,76.0,12.0,430.0,-1.0,-1.0,-1.0,-1.0,2.0,126.0,25.0,-1.0,0.0,2.0,4.0,9.0,0.0,0.0,0.0,4.0,7.0,17.0,34.0,0.0,28.0,14.0,0.0,9.0,2.0,67.0,0.0,21.0,4.0,0
48.0,2.0,33.0,4.0,4.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,19.0,1.0,-1.0,-1.0,8.0,-1.0,1.0,1.0,5.0,1.0,33.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
88.0,25.0,195.0,1.0,1.0,-1.0,-1.0,0.0,2.0,11.0,13.0,0.0,46.0,1.0,0.0,1.0,1.0,13.0,21.0,0.0,-1.0,0.0,0.0,29.0,72.0,2.0,-1.0,-1.0,77.0,-1.0,28.0,2.0,36.0,11.0,195.0,-1.0,-1.0,-1.0,-1.0,1.0,49.0,13.0,-1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,19.0,4.0,0.0,13.0,1.0,23.0,0.0,10.0,2.0,0
104.0,11.0,276.0,9.0,2.0,-1.0,-1.0,0.0,5.0,8.0,16.0,0.0,52.0,2.0,0.0,2.0,2.0,16.0,33.0,0.0,-1.0,0.0,0.0,92.0,52.0,5.0,-1.0,-1.0,172.0,-1.0,69.0,5.0,63.0,8.0,276.0,-1.0,-1.0,-1.0,-1.0,3.0,102.0,16.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1
48.0,218.0,1125.0,30.0,19.0,-1.0,-1.0,0.0,12.0,90.0,141.0,0.0,215.0,4.0,0.0,3.0,3.0,137.0,119.0,0.0,-1.0,0.0,0.0,451.0,135.0,14.0,-1.0,-1.0,777.0,-1.0,294.0,12.0,229.0,35.0,1126.0,-1.0,-1.0,-1.0,-1.0,1.0,413.0,135.0,-1.0,-3.0,1.0,-3.0,-9.0,0.0,-1.0,-1.0,-10.0,-3.0,-11.0,-22.0,-1.0,-7.0,-13.0,-3.0,0.0,1.0,-38.0,0.0,-16.0,-9.0,1
61.0,51.0,87.0,1.0,1.0,-1.0,-1.0,0.0,6.0,8.0,9.0,0.0,15.0,4.0,0.0,4.0,4.0,9.0,11.0,0.0,-1.0,0.0,0.0,14.0,37.0,6.0,-1.0,-1.0,35.0,-1.0,14.0,6.0,13.0,2.0,87.0,-1.0,-1.0,-1.0,-1.0,1.0,25.0,9.0,-1.0,5.0,7.0,8.0,11.0,3.0,3.0,3.0,8.0,10.0,12.0,12.0,5.0,28.0,12.0,5.0,10.0,1.0,51.0,0.0,22.0,8.0,1
28.0,1.0,39.0,2.0,2.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,-1.0,0.0,0.0,3.0,25.0,1.0,-1.0,-1.0,11.0,-1.0,3.0,1.0,6.0,1.0,39.0,-1.0,-1.0,-1.0,-1.0,1.0,6.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
23.0,3.0,44.0,6.0,1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,-1.0,0.0,0.0,8.0,15.0,1.0,-1.0,-1.0,24.0,-1.0,8.0,1.0,13.0,2.0,44.0,-1.0,-1.0,-1.0,-1.0,1.0,12.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0
173.0,17.0,160.0,15.0,10.0,-1.0,-1.0,0.0,3.0,12.0,14.0,0.0,36.0,1.0,0.0,1.0,1.0,14.0,20.0,0.0,-1.0,0.0,0.0,47.0,19.0,3.0,-1.0,-1.0,104.0,-1.0,34.0,3.0,42.0,10.0,159.0,-1.0,-1.0,-1.0,-1.0,2.0,54.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,1
142.0,21.0,218.0,7.0,5.0,-1.0,-1.0,0.0,3.0,7.0,9.0,0.0,47.0,1.0,0.0,1.0,1.0,9.0,27.0,0.0,-1.0,0.0,0.0,71.0,32.0,3.0,-1.0,-1.0,141.0,-1.0,63.0,3.0,61.0,7.0,218.0,-1.0,-1.0,-1.0,-1.0,1.0,90.0,9.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0
27.0,13.0,187.0,10.0,4.0,-1.0,-1.0,0.0,1.0,8.0,8.0,0.0,43.0,1.0,0.0,1.0,1.0,8.0,16.0,0.0,-1.0,0.0,0.0,41.0,58.0,1.0,-1.0,-1.0,86.0,-1.0,29.0,1.0,36.0,8.0,187.0,-1.0,-1.0,-1.0,-1.0,1.0,45.0,8.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-5.0,0.0,0.0,-5.0,0.0,-3.0,0.0,0.0,0.0,0
156.0,1.0,102.0,8.0,3.0,-1.0,-1.0,0.0,1.0,5.0,5.0,0.0,29.0,1.0,0.0,1.0,1.0,5.0,15.0,0.0,-1.0,0.0,0.0,16.0,23.0,1.0,-1.0,-1.0,49.0,-1.0,16.0,1.0,28.0,5.0,101.0,-1.0,-1.0,-1.0,-1.0,1.0,31.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
61.0,33.0,94.0,10.0,5.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,11.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,-1.0,0.0,0.0,20.0,37.0,1.0,-1.0,-1.0,46.0,-1.0,5.0,1.0,22.0,3.0,94.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,3.0,-1.0,-1.0,0.0,-1.0,-5.0,0.0,0.0,0.0,-1.0,0.0,-3.0,9.0,-1.0,-3.0,-2.0,-1.0,0.0,0.0,1.0,0.0,-2.0,-1.0,0
156.0,5.0,223.0,13.0,3.0,-1.0,-1.0,0.0,6.0,16.0,21.0,0.0,49.0,1.0,0.0,1.0,1.0,22.0,29.0,0.0,-1.0,0.0,0.0,79.0,32.0,7.0,-1.0,-1.0,142.0,-1.0,44.0,6.0,44.0,14.0,223.0,-1.0,-1.0,-1.0,-1.0,1.0,73.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
48.0,2.0,183.0,3.0,3.0,-1.0,-1.0,0.0,8.0,15.0,27.0,0.0,43.0,2.0,0.0,2.0,2.0,27.0,31.0,0.0,-1.0,0.0,0.0,65.0,15.0,8.0,-1.0,-1.0,125.0,-1.0,63.0,8.0,39.0,12.0,183.0,-1.0,-1.0,-1.0,-1.0,1.0,94.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
107.0,35.0,275.0,18.0,5.0,-1.0,-1.0,0.0,4.0,11.0,16.0,0.0,58.0,1.0,0.0,1.0,1.0,16.0,30.0,0.0,-1.0,0.0,0.0,104.0,51.0,4.0,-1.0,-1.0,169.0,-1.0,92.0,4.0,52.0,11.0,274.0,-1.0,-1.0,-1.0,-1.0,1.0,122.0,16.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,10.0,0.0,7.0,4.0,0.0,0.0,1.0,17.0,0.0,5.0,1.0,0
33.0,28.0,93.0,3.0,0.0,-1.0,-1.0,0.0,5.0,6.0,7.0,0.0,19.0,2.0,0.0,2.0,2.0,7.0,9.0,0.0,-1.0,0.0,0.0,11.0,44.0,5.0,-1.0,-1.0,30.0,-1.0,12.0,5.0,13.0,3.0,93.0,-1.0,-1.0,-1.0,-1.0,1.0,21.0,7.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0
48.0,84.0,441.0,24.0,2.0,-1.0,-1.0,0.0,10.0,11.0,30.0,0.0,68.0,2.0,0.0,2.0,2.0,30.0,63.0,0.0,-1.0,0.0,0.0,130.0,104.0,10.0,-1.0,-1.0,272.0,-1.0,112.0,10.0,116.0,11.0,441.0,-1.0,-1.0,-1.0,-1.0,1.0,175.0,30.0,-1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,-1.0,-1.0,0.0,8.0,3.0,0.0,8.0,0.0,10.0,0.0,5.0,2.0,1
104.0,3.0,163.0,12.0,9.0,-1.0,-1.0,0.0,3.0,12.0,14.0,0.0,36.0,1.0,0.0,1.0,1.0,14.0,20.0,0.0,-1.0,0.0,0.0,48.0,19.0,3.0,-1.0,-1.0,107.0,-1.0,34.0,3.0,44.0,10.0,162.0,-1.0,-1.0,-1.0,-1.0,2.0,54.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
104.0,11.0,180.0,7.0,0.0,-1.0,-1.0,0.0,10.0,9.0,25.0,0.0,29.0,5.0,0.0,3.0,3.0,18.0,23.0,0.0,-1.0,0.0,0.0,55.0,46.0,6.0,-1.0,-1.0,105.0,-1.0,46.0,6.0,25.0,5.0,180.0,-1.0,-1.0,-1.0,-1.0,1.0,69.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
146.0,7.0,202.0,12.0,8.0,-1.0,-1.0,0.0,4.0,13.0,16.0,0.0,48.0,1.0,0.0,1.0,1.0,16.0,21.0,0.0,-1.0,0.0,0.0,20.0,81.0,4.0,-1.0,-1.0,73.0,-1.0,20.0,4.0,35.0,13.0,202.0,-1.0,-1.0,-1.0,-1.0,2.0,41.0,16.0,-1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1
42.0,1.0,200.0,6.0,1.0,-1.0,-1.0,0.0,8.0,14.0,20.0,0.0,55.0,2.0,0.0,2.0,2.0,18.0,23.0,0.0,-1.0,0.0,0.0,41.0,37.0,6.0,-1.0,-1.0,107.0,-1.0,34.0,7.0,27.0,9.0,199.0,-1.0,-1.0,-1.0,-1.0,1.0,57.0,19.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
88.0,4.0,171.0,12.0,7.0,-1.0,-1.0,0.0,2.0,5.0,8.0,0.0,30.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0,-1.0,0.0,0.0,47.0,44.0,2.0,-1.0,-1.0,97.0,-1.0,16.0,2.0,43.0,5.0,171.0,-1.0,-1.0,-1.0,-1.0,1.0,28.0,8.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0
156.0,4.0,168.0,3.0,3.0,-1.0,-1.0,0.0,4.0,14.0,20.0,0.0,40.0,1.0,0.0,1.0,1.0,20.0,38.0,0.0,-1.0,0.0,0.0,43.0,17.0,4.0,-1.0,-1.0,111.0,-1.0,41.0,4.0,47.0,14.0,168.0,-1.0,-1.0,-1.0,-1.0,1.0,79.0,20.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
105.0,16.0,54.0,4.0,4.0,-1.0,-1.0,0.0,1.0,4.0,4.0,0.0,10.0,1.0,0.0,1.0,1.0,4.0,8.0,0.0,-1.0,0.0,0.0,5.0,15.0,1.0,-1.0,-1.0,29.0,-1.0,5.0,1.0,14.0,4.0,54.0,-1.0,-1.0,-1.0,-1.0,1.0,13.0,4.0,-1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,-9.0,0.0,-2.0,0.0,1
103.0,1.0,50.0,1.0,1.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,-1.0,0.0,0.0,15.0,15.0,1.0,-1.0,-1.0,28.0,-1.0,5.0,1.0,10.0,3.0,50.0,-1.0,-1.0,-1.0,-1.0,1.0,9.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0
104.0,9.0,562.0,8.0,1.0,-1.0,-1.0,0.0,8.0,25.0,52.0,0.0,148.0,3.0,0.0,3.0,3.0,53.0,83.0,0.0,-1.0,0.0,0.0,140.0,135.0,9.0,-1.0,-1.0,279.0,-1.0,130.0,8.0,92.0,16.0,562.0,-1.0,-1.0,-1.0,-1.0,1.0,213.0,52.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1
76.0,56.0,107.0,2.0,1.0,-1.0,-1.0,0.0,1.0,6.0,6.0,0.0,12.0,1.0,0.0,1.0,1.0,6.0,8.0,0.0,-1.0,0.0,0.0,6.0,70.0,1.0,-1.0,-1.0,25.0,-1.0,6.0,1.0,12.0,6.0,107.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,6.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1
33.0,87.0,83.0,3.0,1.0,-1.0,-1.0,0.0,6.0,10.0,12.0,0.0,5.0,2.0,0.0,2.0,2.0,12.0,9.0,0.0,-1.0,0.0,0.0,28.0,26.0,6.0,-1.0,-1.0,52.0,-1.0,21.0,6.0,11.0,5.0,83.0,-1.0,-1.0,-1.0,-1.0,1.0,30.0,12.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,-4.0,0.0,-1.0,0.0,3.0,0.0,-4.0,0.0,0
91.0,50.0,332.0,13.0,8.0,-1.0,-1.0,0.0,4.0,29.0,44.0,0.0,74.0,1.0,0.0,1.0,1.0,43.0,50.0,0.0,-1.0,0.0,0.0,64.0,86.0,4.0,-1.0,-1.0,174.0,-1.0,60.0,4.0,71.0,29.0,332.0,-1.0,-1.0,-1.0,-1.0,2.0,110.0,44.0,-1.0,0.0,5.0,6.0,12.0,0.0,0.0,0.0,6.0,5.0,5.0,19.0,0.0,15.0,5.0,0.0,5.0,5.0,46.0,0.0,10.0,6.0,0
68.0,4.0,1458.0,14.0,2.0,-1.0,-1.0,0.0,29.0,9.0,38.0,0.0,217.0,4.0,0.0,4.0,4.0,39.0,119.0,0.0,-1.0,0.0,0.0,682.0,345.0,29.0,-1.0,-1.0,896.0,-1.0,213.0,29.0,191.0,9.0,1457.0,-1.0,-1.0,-1.0,-1.0,1.0,332.0,38.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,7.0,-1.0,-8.0,-2.0,-1.0,-6.0,0.0,-2.0,0.0,-4.0,-1.0,0
