e_changed_log_length,e_changed_loc_,e_loc_,e_chang_count_,e_bug_count_,m_MinEssentialKnots,m_CountDeclInstanceVariablePublic,m_AvgLineCode,m_MaxCyclomatic,m_SumEssential,m_SumCyclomatic,m_AvgLine,m_CountLineBlank,m_AvgCyclomatic,m_CountDeclMethodDefault,m_AvgCyclomaticStrict,m_AvgCyclomaticModified,m_SumCyclomaticStrict,m_CountStmtDecl,m_AvgEssential,m_CountLineInactive,m_AvgLineBlank,m_AvgLineComment,m_CountLineCodeExe,m_CountLineComment,m_MaxCyclomaticStrict,m_CountLinePreprocessor,m_MaxEssentialKnots,m_CountLineCode,m_CountSemicolon,m_CountStmtExe,m_MaxCyclomaticModified,m_CountLineCodeDecl,m_CountDeclFunction,m_CountLine,m_CountDeclMethodFriend,m_Knots,m_CountDeclMethodConst,m_CountDeclInstanceVariablePrivate,m_CountDeclClass,m_CountStmt,m_SumCyclomaticModified,m_CountDeclInstanceVariableProtected,md_MaxCyclomatic,md_SumEssential,md_SumCyclomatic,md_CountLineBlank,md_AvgCyclomatic,md_AvgCyclomaticStrict,md_AvgCyclomaticModified,md_SumCyclomaticStrict,md_CountStmtDecl,md_CountLineCodeExe,md_CountLineComment,md_MaxCyclomaticStrict,md_CountLineCode,md_CountStmtExe,md_MaxCyclomaticModified,md_CountLineCodeDecl,md_CountDeclFunction,md_CountLine,md_CountDeclClass,md_CountStmt,md_SumCyclomaticModified,bug
48.0,2.0,40.0,3.0,1.0,-1.0,-1.0,0.0,1.0,4.0,4.0,0.0,9.0,1.0,0.0,1.0,1.0,4.0,5.0,0.0,-1.0,0.0,0.0,0.0,23.0,1.0,-1.0,-1.0,8.0,-1.0,0.0,1.0,7.0,4.0,40.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
28.0,1.0,345.0,3.0,0.0,-1.0,-1.0,0.0,5.0,15.0,26.0,0.0,58.0,2.0,0.0,2.0,2.0,26.0,38.0,0.0,-1.0,0.0,0.0,95.0,69.0,5.0,-1.0,-1.0,218.0,-1.0,54.0,5.0,98.0,13.0,345.0,-1.0,-1.0,-1.0,-1.0,2.0,92.0,26.0,-1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0
48.0,62.0,400.0,18.0,7.0,-1.0,-1.0,0.0,13.0,10.0,32.0,0.0,93.0,5.0,0.0,5.0,5.0,32.0,43.0,0.0,-1.0,0.0,0.0,90.0,124.0,13.0,-1.0,-1.0,183.0,-1.0,80.0,13.0,72.0,6.0,400.0,-1.0,-1.0,-1.0,-1.0,1.0,123.0,32.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,-3.0,-2.0,-1.0,3.0,1.0,-1.0,5.0,0.0,-1.0,0.0,2.0,0.0,1
162.0,8.0,55.0,4.0,2.0,-1.0,-1.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.0,0.0,0.0,15.0,19.0,1.0,-1.0,-1.0,29.0,-1.0,1.0,1.0,11.0,2.0,55.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,2.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,8.0,0.0,1.0,1.0,0
26.0,2.0,169.0,48.0,13.0,-1.0,-1.0,0.0,4.0,2.0,7.0,0.0,49.0,3.0,0.0,3.0,3.0,7.0,12.0,0.0,-1.0,0.0,0.0,55.0,24.0,4.0,-1.0,-1.0,98.0,-1.0,53.0,4.0,36.0,2.0,169.0,-1.0,-1.0,-1.0,-1.0,1.0,65.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0
63.0,13.0,189.0,10.0,6.0,-1.0,-1.0,0.0,4.0,4.0,7.0,0.0,37.0,1.0,0.0,1.0,1.0,7.0,16.0,0.0,-1.0,0.0,0.0,41.0,70.0,4.0,-1.0,-1.0,82.0,-1.0,30.0,4.0,33.0,4.0,189.0,-1.0,-1.0,-1.0,-1.0,1.0,46.0,7.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
33.0,23.0,172.0,5.0,1.0,-1.0,-1.0,0.0,3.0,18.0,20.0,0.0,30.0,1.0,0.0,1.0,1.0,20.0,23.0,0.0,-1.0,0.0,0.0,26.0,57.0,3.0,-1.0,-1.0,85.0,-1.0,26.0,3.0,37.0,18.0,172.0,-1.0,-1.0,-1.0,-1.0,1.0,49.0,20.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-15.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-15.0,0.0,-2.0,0.0,0
104.0,34.0,142.0,4.0,1.0,-1.0,-1.0,0.0,4.0,13.0,17.0,0.0,22.0,1.0,0.0,1.0,1.0,17.0,25.0,0.0,-1.0,0.0,0.0,44.0,23.0,4.0,-1.0,-1.0,96.0,-1.0,41.0,4.0,31.0,9.0,141.0,-1.0,-1.0,-1.0,-1.0,1.0,66.0,17.0,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-3.0,7.0,0.0,-1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1
36.0,2.0,63.0,20.0,8.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,19.0,1.0,0.0,1.0,1.0,1.0,14.0,0.0,-1.0,0.0,0.0,0.0,15.0,1.0,-1.0,-1.0,29.0,-1.0,0.0,1.0,27.0,1.0,63.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,15.0,105.0,10.0,3.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,10.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,-1.0,0.0,0.0,20.0,45.0,1.0,-1.0,-1.0,50.0,-1.0,5.0,1.0,26.0,3.0,105.0,-1.0,-1.0,-1.0,-1.0,1.0,10.0,3.0,-1.0,-1.0,0.0,-1.0,-2.0,0.0,0.0,0.0,-1.0,0.0,-3.0,-6.0,-1.0,-3.0,-2.0,-1.0,0.0,0.0,-11.0,0.0,-2.0,-1.0,0
45.0,4.0,61.0,2.0,2.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,6.0,1.0,0.0,1.0,1.0,3.0,14.0,0.0,-1.0,0.0,0.0,7.0,19.0,1.0,-1.0,-1.0,36.0,-1.0,7.0,1.0,25.0,3.0,61.0,-1.0,-1.0,-1.0,-1.0,1.0,21.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.0,21.0,120.0,1.0,1.0,-1.0,-1.0,0.0,2.0,3.0,5.0,0.0,18.0,1.0,0.0,2.0,1.0,6.0,17.0,0.0,-1.0,0.0,0.0,31.0,25.0,3.0,-1.0,-1.0,77.0,-1.0,12.0,2.0,41.0,3.0,120.0,-1.0,-1.0,-1.0,-1.0,1.0,29.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1
73.0,1.0,268.0,5.0,1.0,-1.0,-1.0,0.0,3.0,16.0,21.0,0.0,53.0,1.0,0.0,1.0,1.0,22.0,31.0,0.0,-1.0,0.0,0.0,42.0,108.0,4.0,-1.0,-1.0,107.0,-1.0,37.0,3.0,47.0,16.0,268.0,-1.0,-1.0,-1.0,-1.0,1.0,68.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
187.0,7.0,72.0,4.0,2.0,-1.0,-1.0,0.0,2.0,2.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,-1.0,0.0,0.0,15.0,35.0,2.0,-1.0,-1.0,31.0,-1.0,3.0,2.0,12.0,2.0,72.0,-1.0,-1.0,-1.0,-1.0,1.0,6.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0
138.0,3.0,308.0,21.0,9.0,-1.0,-1.0,0.0,4.0,14.0,20.0,0.0,77.0,1.0,0.0,1.0,1.0,20.0,30.0,0.0,-1.0,0.0,0.0,77.0,73.0,4.0,-1.0,-1.0,157.0,-1.0,64.0,4.0,63.0,14.0,307.0,-1.0,-1.0,-1.0,-1.0,1.0,94.0,20.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0
107.0,33.0,499.0,8.0,5.0,-1.0,-1.0,0.0,13.0,11.0,48.0,0.0,69.0,4.0,0.0,3.0,3.0,37.0,61.0,0.0,-1.0,0.0,0.0,173.0,119.0,11.0,-1.0,-1.0,311.0,-1.0,126.0,11.0,107.0,11.0,499.0,-1.0,-1.0,-1.0,-1.0,1.0,187.0,39.0,-1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,8.0,0.0,19.0,16.0,0.0,1.0,0.0,27.0,0.0,16.0,3.0,0
34.0,27.0,29.0,4.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,16.0,1.0,-1.0,-1.0,8.0,-1.0,2.0,1.0,4.0,1.0,29.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,1.0,-1.0,-1.0,-1.0,-2.0,-8.0,0.0,0.0,0.0,-2.0,-5.0,-5.0,-5.0,-1.0,-14.0,-5.0,-1.0,-7.0,-1.0,-27.0,0.0,-10.0,-2.0,0
196.0,7.0,167.0,47.0,13.0,-1.0,-1.0,0.0,4.0,2.0,7.0,0.0,49.0,3.0,0.0,3.0,3.0,7.0,12.0,0.0,-1.0,0.0,0.0,54.0,24.0,4.0,-1.0,-1.0,96.0,-1.0,52.0,4.0,35.0,2.0,167.0,-1.0,-1.0,-1.0,-1.0,1.0,64.0,7.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0
76.0,2.0,37.0,1.0,1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,-1.0,0.0,0.0,2.0,18.0,1.0,-1.0,-1.0,12.0,-1.0,2.0,1.0,7.0,2.0,37.0,-1.0,-1.0,-1.0,-1.0,1.0,5.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
173.0,6.0,113.0,3.0,2.0,-1.0,-1.0,0.0,6.0,4.0,14.0,0.0,22.0,3.0,0.0,3.0,3.0,12.0,12.0,0.0,-1.0,0.0,0.0,25.0,34.0,6.0,-1.0,-1.0,57.0,-1.0,23.0,6.0,21.0,4.0,113.0,-1.0,-1.0,-1.0,-1.0,1.0,35.0,13.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0
33.0,2.0,401.0,4.0,1.0,-1.0,-1.0,0.0,9.0,23.0,51.0,0.0,75.0,3.0,0.0,3.0,3.0,54.0,47.0,0.0,-1.0,0.0,0.0,118.0,109.0,9.0,-1.0,-1.0,229.0,-1.0,101.0,9.0,73.0,15.0,401.0,-1.0,-1.0,-1.0,-1.0,1.0,148.0,51.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
173.0,6.0,124.0,10.0,3.0,-1.0,-1.0,0.0,3.0,5.0,7.0,0.0,20.0,1.0,0.0,1.0,1.0,7.0,15.0,0.0,-1.0,0.0,0.0,21.0,41.0,3.0,-1.0,-1.0,63.0,-1.0,15.0,3.0,36.0,5.0,124.0,-1.0,-1.0,-1.0,-1.0,1.0,30.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77.0,4.0,51.0,1.0,1.0,-1.0,-1.0,0.0,1.0,6.0,6.0,0.0,11.0,1.0,0.0,1.0,1.0,6.0,8.0,0.0,-1.0,0.0,0.0,6.0,15.0,1.0,-1.0,-1.0,25.0,-1.0,6.0,1.0,12.0,6.0,51.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,6.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0
48.0,2.0,355.0,13.0,8.0,-1.0,-1.0,0.0,7.0,32.0,51.0,0.0,80.0,2.0,0.0,2.0,2.0,51.0,48.0,0.0,-1.0,0.0,0.0,109.0,58.0,7.0,-1.0,-1.0,218.0,-1.0,102.0,7.0,70.0,22.0,355.0,-1.0,-1.0,-1.0,-1.0,1.0,150.0,51.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
88.0,23.0,190.0,14.0,5.0,-1.0,-1.0,0.0,12.0,16.0,26.0,0.0,34.0,3.0,0.0,3.0,3.0,30.0,28.0,0.0,-1.0,0.0,0.0,60.0,39.0,13.0,-1.0,-1.0,117.0,-1.0,58.0,12.0,37.0,8.0,190.0,-1.0,-1.0,-1.0,-1.0,1.0,86.0,26.0,-1.0,-3.0,0.0,-4.0,-1.0,0.0,-1.0,0.0,-4.0,0.0,-4.0,0.0,-3.0,-8.0,-4.0,-3.0,0.0,0.0,-9.0,0.0,-4.0,-4.0,0
187.0,20.0,72.0,4.0,2.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,9.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,-1.0,0.0,0.0,23.0,21.0,1.0,-1.0,-1.0,42.0,-1.0,4.0,1.0,15.0,3.0,72.0,-1.0,-1.0,-1.0,-1.0,1.0,7.0,3.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,9.0,0.0,-1.0,9.0,-1.0,-1.0,0.0,0.0,8.0,0.0,-1.0,-1.0,0
48.0,2.0,286.0,8.0,2.0,-1.0,-1.0,0.0,6.0,28.0,42.0,0.0,88.0,1.0,0.0,1.0,1.0,43.0,47.0,0.0,-1.0,0.0,0.0,81.0,20.0,6.0,-1.0,-1.0,178.0,-1.0,74.0,6.0,59.0,24.0,286.0,-1.0,-1.0,-1.0,-1.0,1.0,121.0,42.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
61.0,29.0,92.0,8.0,2.0,-1.0,-1.0,0.0,1.0,3.0,3.0,0.0,8.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,-1.0,0.0,0.0,21.0,37.0,1.0,-1.0,-1.0,47.0,-1.0,6.0,1.0,22.0,3.0,92.0,-1.0,-1.0,-1.0,-1.0,1.0,11.0,3.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-3.0,9.0,-1.0,-3.0,-2.0,-1.0,0.0,0.0,5.0,0.0,-2.0,-1.0,0
156.0,12.0,105.0,5.0,2.0,-1.0,-1.0,0.0,5.0,4.0,6.0,0.0,13.0,3.0,0.0,3.0,3.0,6.0,16.0,0.0,-1.0,0.0,0.0,23.0,34.0,5.0,-1.0,-1.0,58.0,-1.0,23.0,5.0,28.0,2.0,105.0,-1.0,-1.0,-1.0,-1.0,1.0,39.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,-4.0,0.0,-4.0,0.0,0.0,0.0,0
138.0,48.0,86.0,3.0,3.0,-1.0,-1.0,0.0,1.0,8.0,8.0,0.0,15.0,1.0,0.0,1.0,1.0,8.0,10.0,0.0,-1.0,0.0,0.0,10.0,33.0,1.0,-1.0,-1.0,38.0,-1.0,10.0,1.0,19.0,8.0,86.0,-1.0,-1.0,-1.0,-1.0,1.0,20.0,8.0,-1.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,4.0,4.0,6.0,0.0,10.0,4.0,0.0,7.0,3.0,22.0,0.0,8.0,3.0,0
173.0,17.0,160.0,15.0,10.0,-1.0,-1.0,0.0,3.0,12.0,14.0,0.0,36.0,1.0,0.0,1.0,1.0,14.0,20.0,0.0,-1.0,0.0,0.0,47.0,19.0,3.0,-1.0,-1.0,104.0,-1.0,34.0,3.0,42.0,10.0,159.0,-1.0,-1.0,-1.0,-1.0,2.0,54.0,14.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,-2.0,0.0,-3.0,0.0,0.0,0.0,1
88.0,4.0,171.0,12.0,7.0,-1.0,-1.0,0.0,2.0,5.0,8.0,0.0,30.0,1.0,0.0,1.0,1.0,8.0,12.0,0.0,-1.0,0.0,0.0,47.0,44.0,2.0,-1.0,-1.0,97.0,-1.0,16.0,2.0,43.0,5.0,171.0,-1.0,-1.0,-1.0,-1.0,1.0,28.0,8.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,-1.0,0
226.0,48.0,385.0,12.0,10.0,-1.0,-1.0,0.0,13.0,14.0,44.0,0.0,91.0,3.0,0.0,3.0,3.0,46.0,43.0,0.0,-1.0,0.0,0.0,100.0,100.0,14.0,-1.0,-1.0,195.0,-1.0,92.0,13.0,63.0,14.0,385.0,-1.0,-1.0,-1.0,-1.0,1.0,135.0,44.0,-1.0,0.0,-4.0,-4.0,4.0,0.0,0.0,0.0,-4.0,-6.0,-10.0,-21.0,0.0,-23.0,-8.0,0.0,-8.0,-2.0,-38.0,0.0,-14.0,-4.0,1
61.0,29.0,135.0,13.0,6.0,-1.0,-1.0,0.0,3.0,5.0,5.0,0.0,17.0,1.0,0.0,1.0,1.0,5.0,7.0,0.0,-1.0,0.0,0.0,25.0,60.0,3.0,-1.0,-1.0,58.0,-1.0,6.0,3.0,28.0,3.0,135.0,-1.0,-1.0,-1.0,-1.0,1.0,13.0,5.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-3.0,9.0,0.0,-3.0,-2.0,0.0,0.0,0.0,5.0,0.0,-2.0,-1.0,0
156.0,3.0,47.0,8.0,1.0,-1.0,-1.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,-1.0,0.0,0.0,9.0,15.0,1.0,-1.0,-1.0,27.0,-1.0,9.0,1.0,15.0,2.0,47.0,-1.0,-1.0,-1.0,-1.0,1.0,14.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0
88.0,25.0,195.0,1.0,1.0,-1.0,-1.0,0.0,2.0,11.0,13.0,0.0,46.0,1.0,0.0,1.0,1.0,13.0,21.0,0.0,-1.0,0.0,0.0,29.0,72.0,2.0,-1.0,-1.0,77.0,-1.0,28.0,2.0,36.0,11.0,195.0,-1.0,-1.0,-1.0,-1.0,1.0,49.0,13.0,-1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,19.0,4.0,0.0,13.0,1.0,23.0,0.0,10.0,2.0,0
